id	text	majortopic
5821	People-smuggler	2
5822	Binge girls outdrink the boys	2
5823	Hate campaign	2
5824	Armed gang grabs Pounds 27m in Great Belfast Bank Robbery	2
5825	Dangers of dirty money may halt the clean getaway	2
5826	Pounds 6.5m robbery guard cleared	2
5827	Beaten by technology, robbers go for the weakest link	2
5828	Three days later, world prepares to offer help	0
5829	Duchess no case to answer	2
5830	Bars should pay for police to deal with drunken yobs, says Clarke - Interview	2
5831	Scot's conviction quashed after 18 death row years	0
5832	Taxpayers foot the bill for flight to freedom	1
5833	It's 2am. You hear someone downstairs. What can you do?	2
5834	Search and destroy: Microsoft's new mission to topple Google	0
5835	Don't switch home page yet - Analysis	0
5836	Model wins claim	2
5837	You can kill a burglar if you have to, but not if you want to	2
5838	Killer bride jailed	2
5839	Egyptian terror suspect freed	0
5840	Handshake that bridged the Middle East divide	0
5841	Teacher who fired gun guilty	2
5842	Teen killers jailed	2
5843	Mother jailed for taking cash	2
5844	Doherty released	2
5845	Legal snags bedevil wedding	2
5846	Killer driver jailed	2
5847	Hard line on Syria by tough-talking Rice	0
5848	Mafia linked to Wembley threat	2
5849	Watershed ban	0
5850	Judge who fined white supremacist finds death at her door	2
5851	Bashir's silence a threat to trial	2
5852	Gervais gold trial	2
5853	Knife rampage in restaurant	2
5854	Jackson witness admits lying in sex abuse trial	2
5855	US turns cool on Adams lobbying - Sinn Fein	0
5856	The 'Nazi' teenager who shot dead nine	2
5857	Jury trials in jeopardy as Pounds 60m fraud case collapses	2
5858	Killer gets life	2
5859	Former Archer aide in Thai jail	2
5860	'Essex Boys' case	2
5861	Lake deaths man cleared	2
5862	Stabbing arrests	2
5863	Six months for teacher who took on 'yobbos	2
5864	Britain's plan to save planet from quakes and asteroids	0
5865	Family's diary of despair	2
5866	Jailed: teacher who snapped	2
5867	Cry for help	2
5868	Fourth hanging	2
5869	Tip-off led police to barbaric cockfight	2
5870	Charge dropped	2
5871	Precise flyers	0
5872	Body lay in flat for six years	2
5873	Nottingham murders - Correction	2
5874	Reunited - the mother and toddler held at knifepoint	2
5875	Husband of Tessa Jowell faces trial for Italian tax evasion	2
5876	Mother jailed	2
5877	Billie-Jo jury told of wife's fears	2
5878	Prison under fire	2
5879	Prisoner escapes	2
5880	Lawyer plays down confusion over first Berlusconi deal date	0
5881	Vicar threatened	2
5882	Winner under cover as Queen honours police	2
5883	Teacher is raped and threatened with death by pupil, 15	2
5884	BBC's sour note	0
5885	Babies' bodies found in house	2
5886	Appeal fails	2
5887	Mother loses murder appeal	2
5888	Cairo travel warning for Britons	0
5889	Galloway is unrepentant as he attacks US senators	0
5890	ITV gloats as BBC weathers the storm	0
5891	Pounds 1bn dagger is drawn in battle for the living room	0
5892	The day Garrulous George fired at the Senate with both barrels	0
5893	Thousands of early-release prisoners go back to crime	2
5894	Killed on his own doorstep	2
5895	Sign of the times	2
5896	Computer kidnap	0
5897	Hospital conman	2
5898	D-Day for Europe as Dutch vote	0
5899	At long last, Deep Throat steps out of the shadows	0
5900	Geldof goes global for new Live 8 crusade to save Africa	0
5901	Sentences cut	2
5902	Rapper convicted	2
5903	Wedding threat	2
5904	So Solid Crew sentencing	2
5905	Revenge claim	2
5906	Rapper sentenced	2
5907	'Old Europe' must reform or crumble, warns Blair	0
5908	Telegraph editor 'sacked	0
5909	Rocky planet	0
5910	Raid blunder	2
5911	Plumber trial	2
5912	Search for a high	2
5913	Cot-death expert gave murder trial jury misleading evidence	2
5914	Hunt for rapists	2
5915	Youths released	2
5916	Bungling robber	2
5917	Appeal victory	2
5918	VAT crackdown	1
5919	Bono sues to get his trousers back	2
5920	Answer is not 2p	1
5921	Next-door ASBO	2
5922	I'll arrest 600 more criminals a week, says chief	2
5923	Tough sentencing	2
5924	Couple's mishap	2
5925	Footballer jailed	2
5926	Floral vandalism	2
5927	Europe agrees package deal to fly home asylum-seekers	0
5928	Mia Farrow stands up for Polanski in court	2
5929	Times sales soar	0
5930	Career woman's divorce ruling gave her 'shortcut to Pounds 5 million fortune	2
5931	Naked trio held	2
5932	Killer loses plea	2
5933	'He unravelled before my eyes	2
5934	Polanski was too devastated to flirt with girls, says Mia Farrow	2
5935	Phone tap evidence 'should be admissible' - Terrorist attacks	2
5936	New drinking laws will end in violence, warn judges	2
5937	Pounds 38m stolen in perfect bank job	2
5938	Knife sentence	2
5939	Murders arrest	2
5940	Eye lost in attack	2
5941	'Rioters' cleared	2
5942	Absent mother	2
5943	Abuse claims	2
5944	Inspector frost	2
5945	Common mistake	2
5946	Machete murder	2
5947	EU pensioners 'would invade	0
5948	Family arrested en route to Pakistan	2
5949	Galloway adviser is helping Brazilian campaign	0
5950	France is gunning for hero who took Tour away	0
5951	Across the Channel, into the record books	0
5952	Business rate cut will boost economy, says McConnell	1
5953	Rory's murder prompts a tightening of the bail system	2
5954	Stalker shoots his former lover in Harvey Nichols murder-suicide	2
5955	Murder trial	2
5956	A power shift -or just another weapon in Brussels armoury?	0
5957	Europe wins the power to jail British citizens	0
5958	Celebrity swindle	2
5959	Council tax rebel freed	2
5960	Gypsies told to leave their land	2
5961	Miniature card to chip away at CDs	0
5962	Rooftop protest	2
5963	Outlook is suddenly brighter	0
5964	Animal rights activist in court	2
5965	Intimidation claim	2
5966	Rapist jailed	2
5967	Hoaxer fined	2
5968	Shopkeeper death	2
5969	How 'ruthless computer conman netted Pounds 1.5m with e-mail scam	2
5970	Accused arsonist freed after barristers 'strike	2
5971	Killer's revenge	2
5972	Counterfeit raid	2
5973	'Knives' alert	2
5974	Toni-Ann arrests	2
5975	Rape suspect ban	2
5976	Wrong charge	2
5977	Driver persecuted	2
5978	It's not the BBC's job to change our language	0
5979	Crack house raids	2
5980	Terrorist deal with Gaddafi	0
5981	Suspect arrested	2
5982	Baby's leg broken	2
5983	Driver kidnapped	2
5984	Top scientists want Britain to join space mission	0
5985	Widow's debts	2
5986	Prince in prison	2
5987	Mother in baby killing appeal	2
5988	Briton's killer gets five years	2
5989	Scotland's record crime levels blamed on recording change	2
5990	Council tax 'to rise by 10 per cent' next year	1
5991	Iran sacks diplomats in purge of reformers	0
5992	Troubled boy 'snapped and beat his tormentor to death with pool cue	2
5993	New law to focus on kerb crawlers in red light crackdown	2
5994	Hunt for girl, 15	2
5995	Supporters bussed in for Chinese President's state visit	0
5996	Tax nightmare	1
5997	Payback time	2
5998	Activist on trial	2
5999	Digital TV warning	0
6000	Appeal dismissed	2
6001	Finance adviser given 12 years	2
6002	Police chief disputes crime Bill figures	2
6003	Warning over 'mafia' gangs infiltrating British banks	2
6004	Boy, 14, left to die on caving trip	2
6005	'On the run' Bill referred to EU	0
6006	Fraud squad raids miners' union HQ	2
6007	Phone box killing	2
6008	Schoolboy attack	2
6009	'I thought, I'm dying but he will survive	2
6010	Justice by postcode: the lottery revealed	2
6011	Daughter, 10, tells how she watched attack	2
6012	Mummy screamed for my Daddy...	2
6013	Defendant's attempted murder conviction	2
6014	Mother jailed	2
6015	Language police	2
6016	Cocaine warning	2
6017	Benefit conviction	2
6018	Bank embezzler	2
6019	Tortured wife	2
6020	Murder denial	2
6021	Millionairess 'was victim of conman lover	2
6022	Mother's tragedy	2
6023	Chavs barred	2
6024	Vindicated girlfriend's plea -where's the body?	2
6025	The gun obsession of drug runner	2
6026	Now help us find Pete, family begs	2
6027	Super-ned assault	2
6028	Gang used DHL to deliver drugs	2
6029	Fuzzy reception	0
6030	Laboratory clash	2
6031	Child killing denial	2
6032	Extradition appeal	0
6033	How French farmers make themselves rich through EU	0
6034	Mother traced	2
6035	Distraught father	2
6036	Postman made Pounds 20m from stolen chequebooks in three-year spree	2
6037	Trickle of fraud that turned into a flood	2
6038	ASBOs go green	2
6039	Paedophile jailed	2
6040	Courts closed by pay strike	2
6041	Suspect is shot	2
6042	Body discovered	2
6043	Driver slashed after stopping to help	2
6044	Smugglers have just netted a bigger haul	2
6045	Girl, 3, kidnapped	2
6046	Police crime computer goes Pounds 8.5m over budget	2
6047	DJ raped children	2
6048	UN under growing pressure to appoint a woman leader	0
6049	Neglect denied in sons' death	2
6050	Pensioner killed	2
6051	DNA conviction	2
6052	Former police official charged	2
6053	Missing man	2
6054	Falconio appeal	2
6055	Park hanging	2
6056	ID fraudsters plunge tax system into chaos	1
6057	Soho to suburbia door opens for mini-brothels	2
6058	Sites in peril	0
6059	I said 'take everything', I was very, very scared	2
6060	Cannabis rethink	2
6061	Drugs reduction	2
6062	Hire thoughts	2
6063	Labour embarrassed by factory closure after Brown job boasts	1
6064	Death of an American dream	0
6065	Bush gave Blair Iraq get-out	0
6066	Elderly 'should teach parenting	2
6067	Girl, 17, admits fatal stabbing	2
6068	Is this your PIN?	2
6069	Nurse 'killed patients for kicks' - Factbox	2
6070	Legal guide to long division	2
6071	Woman 'tricked out of home	2
6072	Home alone death	2
6073	Sentence anger	2
6074	Killers get life	2
6075	Prosecutors appeal to have Irving's jail term increased - Factbox	2
6076	Crackdown on sex traffickers	2
6077	Monster mistake	2
6078	Teacher cleared	2
6079	TV boss in prison	2
6080	Deadly rampage of loner 'who dreamt of being a serial killer' - Factbox	2
6081	Phone tap plea by police chief	2
6082	Rapist jailed	2
6083	Abducted accountant may be in England	2
6084	Death arrests	2
6085	Death in car row	2
6086	Killers get life	2
6087	Murder house	2
6088	Jodi killer appeal	2
6089	Driver gets 4 years	2
6090	Doherty faces drug charges	2
6091	Nurse feared dead	2
6092	Perfume cartel fined Pounds 32m - Factbox	2
6093	Murder charge	2
6094	Damilola trial	2
6095	Police given car	2
6096	Online attacks	0
6097	'Happy-slap' killers	2
6098	BBC chiefs are given a mission 'to take fun seriously' - Factbox	0
6099	Bullied on the net	0
6100	Pounds 5 Queen coin	1
6101	Holiday reps guilty of causing death of girl, 11, on sailing trip - Factbox	2
6102	Editor named	0
6103	Addict jailed	2
6104	Pounds 1m gems theft	2
6105	Wearside Jack gets eight years	2
6106	Book link to death	2
6107	Voters turn their backs on Israeli hardliners	0
6108	Mobile call charges in Europe to be slashed - Factbox	0
6109	Securitas arrest	2
6110	Two cleared	2
6111	Litter feud led to fatal stabbing	2
6112	Killers' helper	2
6113	Greedy lawyers sliced Pounds 9,000 from widow's compensation	2
6114	Two cleared	2
6115	Kidnap suspect	2
6116	Corporate killing law remains on minister's agenda	2
6117	Body discovered	2
6118	Now it's PC Plod and his PDA	2
6119	Accused Briton back in court	2
6120	Psychopath nurse killed two and took 15 to the brink so he could try to save them	2
6121	'I told him it was safe. But it wasn't' - The Victim	2
6122	Lib Denm donor in $1bn fraud claim	2
6123	Bank accuses Lib Dem donor of forgery over $1bn trading	2
6124	Killers freed by mistake	2
6125	'Five 999s ignored	2
6126	Fence post attack	2
6127	Upsurge of foreign criminals stretches prisons to the limit - Factbox	2
6128	Murder charges	2
6129	Actor sentenced	2
6130	Relatives watch death leap film	2
6131	Generation g@p - Factbox	0
6132	Police killer suspect was allowed to stay in UK	2
6133	Clarke will be asked why jail rules were not obeyed	2
6134	Rules designed to deport undesirable offenders	2
6135	Cannibalism is murder -even if the victim requests to be eaten - Factbox	2
6136	Rapist 'slipped through net	2
6137	Doctors in revolt over legalising euthanasia	2
6138	European guidance will help Court of Appeal's decision	0
6139	Still Bill: whatever she says he's the hot topic - Factbox	0
6140	Teenagers to face random drug testing at all schools	2
6141	Firefighter strike	2
6142	Protest allowed	2
6143	Weapons seized	2
6144	Turkish arrest	0
6145	Drugs proposals	2
6146	Animals stolen	2
6147	McCartney to sue	2
6148	Scotland Yard apologises to brothers in Forest Gate raid	2
6149	Scotland hosts space summit	0
6150	Calls for more jails to be built	2
6151	Murder charge	2
6152	Bedroom and broadband, but it will come at a high price	0
6153	Nickell suspect	2
6154	Offenders released early to be kept under supervision	2
6155	Hunt over murder	2
6156	Burst dreams	2
6157	Cash scrum	2
6158	Call for judges in failed trials to face inquiry - Factbox	2
6159	Toddler death driver is jailed	2
6160	No to drug money	2
6161	The most wanted man in Africa talks to The Times	0
6162	PC virus arrests	2
6163	Officer cleared	2
6164	Child porn battle	2
6165	Congo warning	0
6166	Psychic con artist	2
6167	Bomb terror strikes the rush hour again	0
6168	Unmonitored offenders 'put public at risk	2
6169	Securitas denial	2
